ocupacion_observatorio,ocupacion_cuoc_match_1,score_1,ocupacion_cuoc_match_2,score_2,confianza,requiere_revision
Ensambladores e Inspectores de Productos Mecánicos,ENSAMBLADOR DE PRODUCTOS MECÁNICOS / ENSAMBLADORA DE PRODUCTOS MECÁNICOS,0.762,INSPECTOR DE CALIDAD DE PRODUCTOS MECÁNICOS / INSPECTORA DE CALIDAD DE PRODUCTOS MECÁNICOS,0.675,ALTA,False
Gerentes de Comercio al Por Menor,AUXILIAR DE SERVICIO AL CLIENTE EN COMERCIO AL POR MENOR,1.074,GERENTE DE COMERCIO AL POR MENOR / GERENTA DE COMERCIO AL POR MENOR,1.046,ALTA,False
Operadores de máquinas para procesamiento de la madera,AYUDANTE DE PROCESAMIENTO DE MADERA,0.829,OPERADOR DE MÁQUINA DE PROCESAMIENTO DE MADERA / OPERADORA DE MÁQUINA DE PROCESAMIENTO DE MADERA,0.817,ALTA,False
Operarios de Terminados y Acabados de Artes Gráficas,OPERARIO DE TERMINADOS Y ACABADOS DE ARTES GRÁFICAS / OPERARIA DE TERMINADOS Y ACABADOS DE ARTES GRÁFICAS,1.054,AUXILIAR DE TERMINADOS Y ACABADOS EN PRODUCCIÓN GRÁFICA,0.892,ALTA,False
Técnicos en mecánica oftálmica,AUXILIAR DE MECÁNICA OFTÁLMICA,0.933,MECÁNICO MATRICERO / MECÁNICA MATRICERA,0.718,ALTA,False
Carpinteros,CRUPIER,0.667,CAPITÁN DE MESEROS,0.621,MEDIA,False
Gerentes de Servicios de Comercio Exterior,AGENTE DE TRANSACCIONES EN COMERCIO EXTERIOR,0.991,AGENTE DE LIQUIDACIÓN DE COMERCIO EXTERIOR,0.986,ALTA,False
Guías de Viaje y Turismo,AGENTE DE VIAJES Y TURISMO,0.9,GUÍA DE TURISMO,0.869,ALTA,False
Técnicos en archivística,TÉCNICO EN ARCHIVÍSTICA / TÉCNICA EN ARCHIVÍSTICA,0.739,TÉCNICO EN ARCHIVOS / TÉCNICA EN ARCHIVOS,0.688,ALTA,False
Auxiliares de Seguridad en el Trabajo,ANALISTA DE SEGURIDAD Y SALUD EN EL TRABAJO,0.975,PROFESIONAL EN SEGURIDAD Y SALUD EN EL TRABAJO,0.899,ALTA,False
"Contratistas y Supervisores, Operación de Equipo Pesado",INSTRUCTOR DE OPERACIÓN EQUIPO PESADO / INSTRUCTORA DE OPERACIÓN EQUIPO PESADO,0.773,SUPERVISOR DE PERSONAL MECÁNICO DE EQUIPO PESADO / SUPERVISORA DE PERSONAL MECÁNICO DE EQUIPO PESADO,0.658,ALTA,False
Ingenieros de minas,INGENIERO DE MINAS / INGENIERA DE MINAS,0.732,ELECTRICISTA DE MINAS,0.7,ALTA,False
Técnicos en meteorología,TÉCNICO DE METEOROLOGÍA / TÉCNICA DE METEOROLOGÍA,0.711,LABORATORISTA EN METROLOGÍA,0.667,ALTA,False
2151,ANIMADOR 2D / ANIMADORA 2D,0.069,TÉCNICO EN DIBUJO 2D / TÉCNICA EN DIBUJO 2D,0.043,BAJA,True
2141,ANIMADOR 2D / ANIMADORA 2D,0.069,TÉCNICO EN DIBUJO 2D / TÉCNICA EN DIBUJO 2D,0.043,BAJA,True
Auxiliares de publicación y afines,AUXILIAR DE PUBLICACIÓN,0.907,AUXILIAR DE PLANIFICACIÓN DE MATERIALES,0.74,ALTA,False
Trabajadores agrícolas,CABO DE LABORES AGRÍCOLAS,0.823,TRACTORISTA AGRÍCOLA,0.714,ALTA,False
1216,MONTAJISTA 360,0.111,ANIMADOR 2D / ANIMADORA 2D,0.069,BAJA,True
6342,MONTAJISTA 360,0.111,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.078,BAJA,True
Gerentes de talento humano,ANALISTA DE TALENTO HUMANO,0.969,PROFESIONAL DE TALENTO HUMANO,0.964,ALTA,False
Auxiliares de Oficina,AUXILIAR DE OFICINA,1.05,AUXILIAR DE COCINA,0.872,ALTA,False
Asistentes en servicios social y comunitario,AUXILIAR DE SERVICIO SOCIAL Y COMUNITARIO,0.976,ASISTENTE DE SERVICIO SOCIAL Y COMUNITARIO / ASISTENTA DE SERVICIO SOCIAL Y COMUNITARIO,0.831,ALTA,False
6222,ANIMADOR 2D / ANIMADORA 2D,0.138,MONTAJISTA 360,0.111,BAJA,True
2138,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
1227,ANIMADOR 2D / ANIMADORA 2D,0.138,TÉCNICO EN DIBUJO 2D / TÉCNICA EN DIBUJO 2D,0.087,BAJA,True
2232,ANIMADOR 2D / ANIMADORA 2D,0.138,MONTAJISTA 360,0.111,BAJA,True
Analistas y Agentes de Inversiones y Finanzas,ANALISTA AGENTE DE INVERSIONES Y FINANZAS,1.153,ANALISTA Y AGENTE DE INVERSIONES,0.931,ALTA,False
Ensambladores e Inspectores de Vehículos a Automotor,ELECTRICISTA DE VEHÍCULOS DE MOTOR,0.728,REPARADOR DE MOTORES DE VEHÍCULOS / REPARADORA DE MOTORES DE VEHÍCULOS,0.679,ALTA,False
Especialistas en Métodos Pedagógicos y Material Didáctico,ESPECIALISTA EN MÉTODOS PEDAGÓGICOS Y MATERIAL DIDÁCTICO,1.391,ESPECIALISTA EN AYUDAS VISUALES Y MATERIAL DIDÁCTICO,0.971,ALTA,False
Cortadores de carne para comercio mayorista y al detal,CORTADOR DE CARNE MAYORISTA Y AL DETAL / CORTADORA DE CARNE MAYORISTA Y AL DETAL,0.971,COMPRADOR DE COMERCIO MAYORISTA / COMPRADORA DE COMERCIO MAYORISTA,0.822,ALTA,False
Instructores y Profesores de Personas con Discapacidad,ASISTENTE PERSONAL DE PERSONAS CON DISCAPACIDAD / ASISTENTA PERSONAL DE PERSONAS CON DISCAPACIDAD,0.82,PROFESOR DE PERSONAS CON DISCAPACIDAD MENTAL / PROFESORA DE PERSONAS CON DISCAPACIDAD MENTAL,0.81,ALTA,False
Auxiliares en mecánica dental,AUXILIAR DE MECÁNICA,0.835,AUXILIAR DE MECÁNICA OFTÁLMICA,0.812,ALTA,False
6344,MONTAJISTA 360,0.111,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.078,BAJA,True
"Trabajadores de fundición, moldeadores y macheros",MOLDEADOR DE FUNDICIÓN / MOLDEADORA DE FUNDICIÓN,0.732,OPERADOR DE FUNDICIÓN / OPERADORA DE FUNDICIÓN,0.702,ALTA,False
Supervisores de Minería y Canteras,SUPERVISOR DE MINERÍA Y CANTERAS / SUPERVISORA DE MINERÍA Y CANTERAS,0.834,SUPERVISOR DE MINERÍA / SUPERVISORA DE MINERÍA,0.758,ALTA,False
Ocupaciones nivel directivo,ANALISTA DE OCUPACIONES,0.54,AUXILIAR DE ADMISIONES EN ARCHIVO,0.5,MEDIA,True
"Consultores, Investigadores y Analistas de Política Económica",ANALISTA DE POLÍTICA ECONÓMICA,0.867,CONSULTOR INVESTIGADOR ANALISTA DE POLÍTICA ECONÓMICA / CONSULTORA INVESTIGADORA ANALISTA DE POLÍTICA ECONÓMICA,0.824,ALTA,False
3132,ANIMADOR 3D / ANIMADORA 3D,0.138,DISEÑADOR 3D / DISEÑADORA 3D,0.129,BAJA,True
8426,MONTAJISTA 360,0.111,ANIMADOR 2D / ANIMADORA 2D,0.069,BAJA,True
Operadores de equipo minero,OPERADOR DE EQUIPO MINERO / OPERADORA DE EQUIPO MINERO,0.825,ELECTRICISTA DE EQUIPO MARINO,0.743,ALTA,False
0611,MONTAJISTA 360,0.111,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.078,BAJA,True
9229,ANIMADOR 2D / ANIMADORA 2D,0.138,TÉCNICO EN DIBUJO 2D / TÉCNICA EN DIBUJO 2D,0.087,BAJA,True
Diseñadores Gráficos y Dibujantes Artísticos,DISEÑADOR GRÁFICO / DISEÑADORA GRÁFICA,0.642,DIBUJANTE ARTÍSTICO / DIBUJANTE ARTÍSTICA,0.619,MEDIA,False
2276,ANIMADOR 2D / ANIMADORA 2D,0.138,MONTAJISTA 360,0.111,BAJA,True
Obreros y Ayudantes en el Procesamiento de la Madera y Producción de Pulpa y Papel,OBRERO Y AYUDANTE EN EL PROCESAMIENTO DE LA MADERA Y PRODUCCIÓN DE PULPA Y PAPEL / OBRERA Y AYUDANTA EN EL PROCESAMIENTO DE LA MADERA Y PRODUCCIÓN DE PULPA Y PAPEL,1.156,AYUDANTE DE PROCESAMIENTO DE PULPA Y PAPEL,0.961,ALTA,False
7221,ANIMADOR 2D / ANIMADORA 2D,0.138,TÉCNICO EN DIBUJO 2D / TÉCNICA EN DIBUJO 2D,0.087,BAJA,True
Controladores de tráfico ferroviario y marítimo,CONTROLADOR DE TRÁFICO MARÍTIMO / CONTROLADORA DE TRÁFICO MARÍTIMO,0.861,CONTROLADOR DE TRÁFICO AÉREO / CONTROLADORA DE TRÁFICO AÉREO,0.704,ALTA,False
4173,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
Músicos y Cantantes,MÚSICO CANTANTE,0.882,MÚSICO ACOMPAÑANTE,0.703,ALTA,False
7341,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
"Supervisores y coordinadores de procesos de negocio, empleados de información y servicio al cliente",AUXILIAR DE INFORMACIÓN Y SERVICIO AL CLIENTE,0.945,EMPLEADO DE INFORMACIÓN Y SERVICIO AL CLIENTE / EMPLEADA DE INFORMACIÓN Y SERVICIO AL CLIENTE,0.874,ALTA,False
Administradores y supervisores de comercio al por menor,AUXILIAR DE SERVICIO AL CLIENTE EN COMERCIO AL POR MENOR,1.031,ADMINISTRADOR DE COMERCIO AL POR MENOR / ADMINISTRADORA DE COMERCIO AL POR MENOR,0.967,ALTA,False
"Operadores de máquinas, tratamiento de metales y minerales",AYUDANTE DE TRATAMIENTO DE METALES Y MINERALES,1.057,AYUDANTE DE HORNO DE TRATAMIENTO DE METALES Y MINERALES,1.032,ALTA,False
Agentes de Bienes Raíces,AGENTE DE BIENES RAÍCES,1.179,GERENTE DE BIENES RAÍCES / GERENTA DE BIENES RAÍCES,0.795,ALTA,False
5135,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
7214,ANIMADOR 2D / ANIMADORA 2D,0.069,TÉCNICO EN DIBUJO 2D / TÉCNICA EN DIBUJO 2D,0.043,BAJA,True
7316,MONTAJISTA 360,0.222,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.078,BAJA,True
Auxiliar técnico en electrónica,AUXILIAR TÉCNICO EN ELECTRÓNICA / AUXILIAR TÉCNICA EN ELECTRÓNICA,0.953,AUXILIAR DE PRUEBAS EN ELECTRÓNICA,0.938,ALTA,False
Programadores de Aplicaciones Informáticas,PROGRAMADOR DE APLICACIONES INFORMÁTICAS / PROGRAMADORA DE APLICACIONES INFORMÁTICAS,0.84,ANALISTA DE COMUNICACIONES INFORMÁTICAS,0.816,ALTA,False
Supervisores de Fabricación de Productos Eléctricos,AYUDANTE DE FABRICACIÓN DE PRODUCTOS DE PLÁSTICO,0.947,SUPERVISOR DE FABRICACIÓN DE PRODUCTOS ELÉCTRICOS / SUPERVISORA DE FABRICACIÓN DE PRODUCTOS ELÉCTRICOS,0.945,ALTA,False
Ingenieros Industriales y de Fabricación,INGENIERO INDUSTRIAL Y DE FABRICACIÓN / INGENIERA INDUSTRIAL Y DE FABRICACIÓN,0.738,INGENIERO DE PROCESOS INDUSTRIALES / INGENIERA DE PROCESOS INDUSTRIALES,0.664,ALTA,False
7311,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
Reparadores de Aparatos Electrodomésticos,REPARADOR DE APARATOS ELECTRODOMÉSTICOS / REPARADORA DE APARATOS ELECTRODOMÉSTICOS,0.839,FABRICANTE DE APARATOS ORTOPÉDICOS,0.687,ALTA,False
Técnicos en Terapia Respiratoria y Cardiovascular,PERFUSIONISTA CARDIOVASCULAR,0.619,TERAPEUTA RESPIRATORIO EN SUEÑO / TERAPEUTA RESPIRATORIA EN SUEÑO,0.613,MEDIA,False
2136,MONTAJISTA 360,0.222,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.078,BAJA,True
Operadores de Telares y Otras Máquinas Tejedoras,REPARADOR DE TELARES / REPARADORA DE TELARES,0.671,REGULADOR DE TELARES / REGULADORA DE TELARES,0.649,MEDIA,False
Consultores y Funcionarios de Desarrollo Económico y Comercial,CONSULTOR FUNCIONARIO DE DESARROLLO ECONÓMICO Y COMERCIAL / CONSULTORA FUNCIONARIA DE DESARROLLO ECONÓMICO Y COMERCIAL,0.937,CONSULTOR DE DESARROLLO ECONÓMICO / CONSULTORA DE DESARROLLO ECONÓMICO,0.795,ALTA,False
Vendedores de mostrador,AYUDANTE DE MOSTRADOR,0.736,VENDEDOR DE MOSTRADOR / VENDEDORA DE MOSTRADOR,0.718,ALTA,False
Cajeros de Servicios Financieros,AUXILIAR DE SERVICIOS FINANCIEROS,1.031,ANALISTA DE SERVICIOS FINANCIEROS,1.031,ALTA,False
Operadores de Máquinas de Impresión,OPERARIO DE MÁQUINA DE IMPRESIÓN / OPERARIA DE MÁQUINA DE IMPRESIÓN,0.694,OPERADOR DE CTP / OPERADORA DE CTP (IMPRESIÓN LITOGRÁFICA),0.678,MEDIA,False
Operadores de máquinas para la preparación de fibras textiles,OPERADOR DE MÁQUINA PARA LA PREPARACIÓN DE FIBRAS TEXTILES / OPERADORA DE MÁQUINA PARA LA PREPARACIÓN DE FIBRAS TEXTILES,0.944,ANALISTA DE LABORATORIO DE FIBRAS TEXTILES,0.783,ALTA,False
4152,ANIMADOR 2D / ANIMADORA 2D,0.069,TÉCNICO EN DIBUJO 2D / TÉCNICA EN DIBUJO 2D,0.043,BAJA,True
6354,MONTAJISTA 360,0.111,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.078,BAJA,True
4111,ÑEQUERA,0.0,ÁRBITRO DEPORTIVO / ÁRBITRA DEPORTIVA,0.0,BAJA,True
8326,MONTAJISTA 360,0.222,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.078,BAJA,True
Ocupaciones nivel técnicos profesionales - tecnólogos,TRADUCTOR DE DOCUMENTOS TÉCNICOS / TRADUCTORA DE DOCUMENTOS TÉCNICOS,0.554,DIRECTOR ASOCIACIÓN DE PROFESIONALES / DIRECTORA ASOCIACIÓN DE PROFESIONALES,0.541,MEDIA,True
Supervisores de Fabricación de Muebles y Accesorios,SUPERVISOR DE FABRICACIÓN DE MUEBLES Y ACCESORIOS / SUPERVISORA DE FABRICACIÓN DE MUEBLES Y ACCESORIOS,0.945,SUPERVISOR DE FABRICACIÓN DE MUEBLES / SUPERVISORA DE FABRICACIÓN DE MUEBLES,0.898,ALTA,False
"Supervisores, Empleados de Seguros y Finanzas",SUPERVISOR DE EMPLEADOS DE BANCA / SUPERVISORA DE EMPLEADOS DE BANCA,0.731,SUPERVISOR DE PERSONAL DE SEGUROS Y FINANZAS / SUPERVISORA DE PERSONAL DE SEGUROS Y FINANZAS,0.719,ALTA,False
"Analistas, Asesores y Agentes de Banca, Fiducia y Mercado de Valores",ANALISTA DE DATOS DE MERCADO,0.589,VIGILANTE DE CARRO DE VALORES,0.584,MEDIA,True
"Gerentes de Servicios Social, Comunitario y Correccional",AUXILIAR DE SERVICIO SOCIAL Y COMUNITARIO,0.867,ASISTENTE DE SERVICIO SOCIAL Y COMUNITARIO / ASISTENTA DE SERVICIO SOCIAL Y COMUNITARIO,0.81,ALTA,False
Pedagogo Reeducador,PEDAGOGO REEDUCADOR / PEDAGOGA REEDUCADORA,0.833,PEDAGOGO TERAPEUTA / PEDAGOGA TERAPEUTA,0.626,ALTA,False
Ministros del culto,MINISTRO DE CULTO / MINISTRA DE CULTO,0.718,AYUDANTE DE CULTO,0.711,ALTA,False
Operadores de Juegos Mecánicos y de Salón,OPERADOR DE JUEGOS MECÁNICOS Y DE SALÓN / OPERADORA DE JUEGOS MECÁNICOS Y DE SALÓN,0.939,OPERADOR DE JUEGOS MECÁNICOS / OPERADORA DE JUEGOS MECÁNICOS,0.9,ALTA,False
Asistentes de Ambulancia y Otras Ocupaciones Paramédicas,ASISTENTE DE AMBULANCIA Y OTRAS OCUPACIONES PARAMÉDICAS / ASISTENTA DE AMBULANCIA Y OTRAS OCUPACIONES PARAMÉDICAS,1.055,ASISTENTE DE AMBULANCIA / ASISTENTA DE AMBULANCIA,0.735,ALTA,False
5269,MONTAJISTA 360,0.111,ANIMADOR 2D / ANIMADORA 2D,0.069,BAJA,True
Ayudantes de establecimientos de alimentos y bebidas,AYUDANTE DE ESTABLECIMIENTOS DE ALIMENTOS Y BEBIDAS,1.29,AYUDANTE DE PROCESAMIENTO DE ALIMENTOS Y BEBIDAS,1.08,ALTA,False
Supervisores de Servicios de Alimentos,AUXILIAR DE AUTOSERVICIO DE ALIMENTOS,0.82,CAPITÁN DE SERVICIO DE ALIMENTOS Y BEBIDAS,0.775,ALTA,False
"Directores y Gerentes Generales de Servicios Financieros, de Telecomunicaciones y Otros Servicios a las Empresas",GERENTE GENERAL DE SERVICIOS FINANCIEROS Y DE TELECOMUNICACIONES / GERENTA GENERAL DE SERVICIOS FINANCIEROS Y DE TELECOMUNICACIONES,0.997,GERENTE DE SERVICIOS DE TELECOMUNICACIONES / GERENTA DE SERVICIOS DE TELECOMUNICACIONES,0.799,ALTA,False
5233,ANIMADOR 3D / ANIMADORA 3D,0.138,DISEÑADOR 3D / DISEÑADORA 3D,0.129,BAJA,True
2221,ANIMADOR 2D / ANIMADORA 2D,0.138,TÉCNICO EN DIBUJO 2D / TÉCNICA EN DIBUJO 2D,0.087,BAJA,True
6365,MONTAJISTA 360,0.222,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.078,BAJA,True
Obreros y ayudantes de minería,AYUDANTE DE MINERÍA,0.876,AYUDANTE DE EXPLOSIVOS DE MINERÍA,0.735,ALTA,False
Auxiliares de Odontología,AUXILIAR DE ODONTOLOGÍA,1.058,AUXILIAR DE ODONTOLOGÍA E HIGIENE ORAL,0.83,ALTA,False
Asistentes de ambulancia y otras ocupaciones paramédicas,ASISTENTE DE AMBULANCIA Y OTRAS OCUPACIONES PARAMÉDICAS / ASISTENTA DE AMBULANCIA Y OTRAS OCUPACIONES PARAMÉDICAS,1.055,ASISTENTE DE AMBULANCIA / ASISTENTA DE AMBULANCIA,0.735,ALTA,False
Ingenieros navales,INGENIERO NAVAL / INGENIERA NAVAL,0.64,DELINEANTE DE INGENIERÍA NAVAL,0.583,MEDIA,False
"Operadores de control central de procesos, tratamiento de metales y minerales",OPERADOR DE CONTROL CENTRAL DE PROCESOS DE TRATAMIENTO DE METALES / OPERADORA DE CONTROL CENTRAL DE PROCESOS DE TRATAMIENTO DE METALES,1.17,OPERADOR DE CONTROL CENTRAL TRATAMIENTO DE METALES / OPERADORA DE CONTROL CENTRAL TRATAMIENTO DE METALES,1.048,ALTA,False
Conductores de Vehículos Livianos,LAVADOR DE VEHÍCULOS / LAVADORA DE VEHÍCULOS,0.679,LIMPIADOR DE VEHÍCULOS / LIMPIADORA DE VEHÍCULOS,0.675,MEDIA,False
"Supervisores de Procesamiento de Químico, Petróleo, Gas y Tratamiento de Agua y Generación de Energía",SUPERVISOR DE PROCESAMIENTO QUÍMICO DE PETRÓLEO Y GAS / SUPERVISORA DE PROCESAMIENTO QUÍMICO DE PETRÓLEO Y GAS,1.054,"SUPERVISOR DE TRATAMIENTO QUÍMICO DE PETRÓLEO, GAS Y AGUAS / SUPERVISORA DE TRATAMIENTO QUÍMICO DE PETRÓLEO, GAS Y AGUAS",1.002,ALTA,False
Coordinadores De Servicios Funerarios,AUXILIAR EN SERVICIOS FUNERARIOS,0.867,ORGANIZADOR DE SERVICIOS FUNERARIOS / ORGANIZADORA DE SERVICIOS FUNERARIOS,0.764,ALTA,False
Operarios de Mantenimiento y Servicio de Televisión por Cable,OPERARIO DE MANTENIMIENTO DE TELEVISIÓN POR CABLE / OPERARIA DE MANTENIMIENTO DE TELEVISIÓN POR CABLE,1.009,OPERARIO DE SERVICIO DE TELEVISIÓN POR CABLE / OPERARIA DE SERVICIO DE TELEVISIÓN POR CABLE,0.983,ALTA,False
1229,ANIMADOR 2D / ANIMADORA 2D,0.138,TÉCNICO EN DIBUJO 2D / TÉCNICA EN DIBUJO 2D,0.087,BAJA,True
Empleados de lavandería,AUXILIAR DE LAVANDERÍA,0.811,PRENSISTA DE LAVANDERÍA,0.796,ALTA,False
Trabajadores de vivero,TRABAJADOR DE VIVERO / TRABAJADORA DE VIVERO,0.715,AYUDANTE DE VIVERO,0.7,ALTA,False
"Trabajadores en Concreto, Hormigón y Enfoscado","TRABAJADOR DE CONCRETO, HORMIGÓN Y ENFOSCADO / TRABAJADORA DE CONCRETO, HORMIGÓN Y ENFOSCADO",0.912,ENCOFRADOR DE HORMIGÓN / ENCOFRADORA DE HORMIGÓN,0.6,ALTA,False
"Inspectores de sanidad, seguridad y salud ocupacional",ESPECIALISTA EN SALUD Y SEGURIDAD OCUPACIONAL,0.96,ASESOR DE SALUD Y SEGURIDAD OCUPACIONAL / ASESORA DE SALUD Y SEGURIDAD OCUPACIONAL,0.796,ALTA,False
Capitanes y Oficiales de Cubierta,CAPITÁN OFICIAL DE CUBIERTA,0.967,OFICIAL DE CUBIERTA,0.831,ALTA,False
Diseñadores de interiores,DISEÑADOR DE INTERIORES / DISEÑADORA DE INTERIORES,0.722,DECORADOR DE INTERIORES / DECORADORA DE INTERIORES,0.641,ALTA,False
6264,MONTAJISTA 360,0.111,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.078,BAJA,True
Agentes y Promotores Artísticos,AGENTE PROMOTOR ARTÍSTICO / AGENTE PROMOTORA ARTÍSTICA,0.619,AYUDANTE EN PROCESOS QUÍMICOS,0.567,MEDIA,False
9223,ANIMADOR 2D / ANIMADORA 2D,0.138,MONTAJISTA 360,0.111,BAJA,True
"Locutores de radio, televisión y otros medios de comunicación",CORRESPONSAL DE MEDIOS DE COMUNICACIÓN,0.812,LOCUTOR DE TELEVISIÓN / LOCUTORA DE TELEVISIÓN,0.748,ALTA,False
Técnico Acuícola en Sistemas de Reproducción,TÉCNICO ACUÍCOLA EN SISTEMAS DE REPRODUCCIÓN / TÉCNICA ACUÍCOLA EN SISTEMAS DE REPRODUCCIÓN,1.057,TÉCNICO ACUÍCOLA EN SISTEMAS DE REPRODUCCIÓN DE PECES / TÉCNICA ACUÍCOLA EN SISTEMAS DE REPRODUCCIÓN DE PECES,0.979,ALTA,False
Agentes de Viajes,AGENTE DE VIAJES,1.07,AGENTE DE RESERVA DE VIAJES,0.873,ALTA,False
Gerentes de programas de política de desarrollo económico,GERENTE DE PROGRAMAS DE POLÍTICA DE DESARROLLO ECONÓMICO / GERENTA DE PROGRAMAS DE POLÍTICA DE DESARROLLO ECONÓMICO,1.055,GERENTE DE PROGRAMAS DE POLÍTICA EDUCATIVA / GERENTA DE PROGRAMAS DE POLÍTICA EDUCATIVA,0.815,ALTA,False
Supervisores de instalación de tuberías,SUPERVISOR DE INSTALACIÓN DE TUBERÍAS / SUPERVISORA DE INSTALACIÓN DE TUBERÍAS,0.838,INSPECTOR DE INSTALACIÓN DE TUBERÍAS / INSPECTORA DE INSTALACIÓN DE TUBERÍAS,0.761,ALTA,False
0513,MONTAJISTA 360,0.111,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.078,BAJA,True
Obreros y Ayudantes en el Tratamiento de Metales y Minerales,AYUDANTE DE TRATAMIENTO DE METALES Y MINERALES,1.149,AYUDANTE DE HORNO DE TRATAMIENTO DE METALES Y MINERALES,1.135,ALTA,False
Operadores de Cámara de Cine y Televisión,AUXILIAR DE CÁMARA DE CINE Y DE TELEVISIÓN,1.071,OPERADOR DE CÁMARA DE CINE Y TELEVISIÓN / OPERADORA DE CÁMARA DE CINE Y TELEVISIÓN,0.939,ALTA,False
Perforadores de Pozos de Agua,SONDISTA DE POZOS DE AGUA,0.904,PERFORADOR DE POZOS DE AGUA / PERFORADORA DE POZOS DE AGUA,0.828,ALTA,False
Coordinadores y Productores de Eventos y Espectáculos,AUXILIAR DE PRODUCCIÓN DE EVENTOS Y ESPECTÁCULOS,0.913,ELECTRICISTA DE EVENTOS Y ESPECTÁCULOS,0.881,ALTA,False
Médicos Generales,AUXILIAR DE SERVICIOS GENERALES,0.725,MAYOR GENERAL,0.667,ALTA,False
Otras Ocupaciones Técnicas en Terapia y Valoración n.c.a.,ASISTENTE DE AMBULANCIA Y OTRAS OCUPACIONES PARAMÉDICAS / ASISTENTA DE AMBULANCIA Y OTRAS OCUPACIONES PARAMÉDICAS,0.718,ESPECIALISTA EN TERAPIA OCUPACIONAL CLÍNICA,0.677,ALTA,False
2245,ANIMADOR 2D / ANIMADORA 2D,0.138,TÉCNICO EN DIBUJO 2D / TÉCNICA EN DIBUJO 2D,0.087,BAJA,True
Gerentes de Servicios de Correo y Mensajería,GERENTE DE SERVICIOS DE CORREO Y MENSAJERÍA / GERENTA DE SERVICIOS DE CORREO Y MENSAJERÍA,0.952,GERENTE DE SERVICIOS DE MENSAJERÍA / GERENTA DE SERVICIOS DE MENSAJERÍA,0.902,ALTA,False
"Inspectores de control de calidad, fabricación de productos de tela, piel y cuero","SUPERVISOR DE FABRICACIÓN DE PRODUCTOS DE TELA, CUERO Y PIEL / SUPERVISORA DE FABRICACIÓN DE PRODUCTOS DE TELA, CUERO Y PIEL",1.03,INSPECTOR DE CONTROL DE CALIDAD DE PRODUCTOS DE PIEL / INSPECTORA DE CONTROL DE CALIDAD DE PRODUCTOS DE PIEL,1.024,ALTA,False
0822,ANIMADOR 2D / ANIMADORA 2D,0.138,MONTAJISTA 360,0.111,BAJA,True
Instaladores de redes de energía eléctrica,INSTALADOR DE REDES DE ENERGÍA ELÉCTRICA / INSTALADORA DE REDES DE ENERGÍA ELÉCTRICA,0.94,ELECTRICISTA DE SISTEMA DE ENERGÍA ELÉCTRICA,0.898,ALTA,False
"Supervisores, Perforación y Servicios -Pozos de Petróleo y Gas",CAPATAZ DE PERFORACIÓN DE POZOS DE PETRÓLEO Y GAS,1.134,SUPERVISOR DE PERFORACIÓN Y SERVICIOS DE POZOS DE PETRÓLEO Y GAS / SUPERVISORA DE PERFORACIÓN Y SERVICIOS DE POZOS DE PETRÓLEO Y GAS,1.118,ALTA,False
7314,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
Técnicos en Geología y Minería,TÉCNICO EN GEOLOGÍA Y MINERÍA / TÉCNICA EN GEOLOGÍA Y MINERÍA,0.844,TÉCNICO DE GEOLOGÍA / TÉCNICA DE GEOLOGÍA,0.786,ALTA,False
7233,ANIMADOR 3D / ANIMADORA 3D,0.138,DISEÑADOR 3D / DISEÑADORA 3D,0.129,BAJA,True
9212,ANIMADOR 2D / ANIMADORA 2D,0.138,TÉCNICO EN DIBUJO 2D / TÉCNICA EN DIBUJO 2D,0.087,BAJA,True
Supervisores de Fabricación y Ensamble de Otros Productos n.c.a,INSPECTOR DE FABRICACIÓN Y ENSAMBLE DE PRODUCTOS MADERA / INSPECTORA DE FABRICACIÓN Y ENSAMBLE DE PRODUCTOS MADERA,0.875,AYUDANTE DE FABRICACIÓN DE PRODUCTOS DE CAUCHO,0.817,ALTA,False
3161,MONTAJISTA 360,0.222,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.078,BAJA,True
